Open	High	Low	Close	Volume
272.55	272.55	272.55	272.55	0.0
272.55	272.76	272.55	272.76	3.591192
272.76	272.76	272.76	272.76	0.0
272.76	272.76	272.76	272.76	0.0
272.76	272.76	272.64	272.64	1.217635
272.64	272.64	272.64	272.64	0.0
272.64	272.64	272.64	272.64	0.0
272.64	272.9	272.64	272.9	0.01462
272.9	272.9	272.9	272.9	0.0
272.9	272.9	272.61	272.61	3.0
272.61	273.24	272.61	272.98	5.659349
272.98	272.98	272.64	272.64	0.02174
272.64	272.64	272.64	272.64	0.0
272.64	272.64	272.64	272.64	0.0
272.64	273.02	272.64	273.02	2.0
273.02	273.02	273.02	273.02	0.0
273.02	273.32	273.02	273.32	0.799429
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	273.32	273.32	0.0
273.32	273.32	272.72	272.72	0.609599
272.72	272.72	272.72	272.72	0.0
272.72	272.72	272.61	272.61	0.12905999999999998
272.61	272.65	272.41	272.41	1.09996
272.41	272.41	272.41	272.41	0.0
272.41	272.41	272.41	272.41	0.0
272.41	272.41	272.4	272.4	50.0
272.4	272.4	272.4	272.4	0.0
272.4	272.4	272.0	272.0	50.386756
272.0	272.0	270.55	270.55	171.419
270.55	270.7	270.55	270.7	27.608218
270.7	270.78	269.08	269.09	202.327564
269.09	270.58	269.09	270.55	11.986688000000001
270.55	270.55	270.55	270.55	0.0
270.55	270.55	270.43	270.43	0.079165
270.43	270.43	270.43	270.43	0.0
270.43	270.43	270.43	270.43	0.0
270.43	270.43	270.43	270.43	0.0
270.43	270.43	269.52	269.52	0.4
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.52	269.52	4.335793
269.52	269.52	269.52	269.52	0.0
269.52	269.52	266.72	266.75	45.799075
266.75	267.4	266.49	267.4	15.567542000000001
267.4	267.4	267.4	267.4	0.0
267.4	267.4	267.4	267.4	0.0
267.4	268.93	267.4	268.93	1.188822
268.93	268.93	268.93	268.93	0.0
268.93	268.93	268.93	268.93	0.0
268.93	268.93	268.93	268.93	0.0
268.93	268.93	268.17	268.17	10.339376
268.17	268.31	268.17	268.31	0.912956
268.31	268.69	268.31	268.69	26.956565
268.69	268.69	268.63	268.63	0.456478
268.63	268.79	268.63	268.79	0.012988
268.79	268.79	268.63	268.63	0.044224
268.63	268.63	268.63	268.63	0.0
268.63	268.63	268.63	268.63	0.0
268.63	269.21	268.63	269.21	0.87372
269.21	269.21	269.21	269.21	0.0
269.21	269.21	269.21	269.21	0.0
269.21	269.21	269.21	269.21	0.0
269.21	269.21	269.21	269.21	0.0
269.21	269.53	269.21	269.53	0.0406
269.53	269.9	269.53	269.9	0.033212
269.9	269.9	269.28	269.28	0.31750100000000003
269.28	269.28	269.28	269.28	0.0
269.28	269.28	269.28	269.28	0.0
269.28	269.86	269.28	269.86	0.177152
269.86	269.86	269.86	269.86	0.0
269.86	269.86	269.32	269.32	1.56619
269.32	269.32	269.32	269.32	0.0
269.32	269.32	269.32	269.32	0.0
269.32	269.32	269.32	269.32	0.0
269.32	269.32	268.73	268.73	0.375922
268.73	268.73	268.73	268.73	0.0
268.73	268.77	268.73	268.73	65.404389
268.73	268.73	268.73	268.73	0.0
268.73	268.73	268.73	268.73	0.0
268.73	268.73	268.48	268.73	72.832797
268.73	268.73	268.28	268.67	2.465066
268.67	269.16	268.4	269.16	98.229862
269.16	269.21	268.71	269.21	98.306105
269.21	269.21	269.21	269.21	0.0
269.21	269.21	268.81	269.17	71.931361
269.17	269.17	269.17	269.17	0.0
269.17	269.17	269.17	269.17	0.0
269.17	269.17	269.17	269.17	0.0
269.17	269.31	269.17	269.31	1.557632
269.31	269.31	269.31	269.31	0.0
269.31	269.33	269.31	269.33	0.0037869999999999996
269.33	269.33	269.31	269.31	0.010064
269.31	269.31	269.31	269.31	0.0
269.31	269.31	269.31	269.31	0.0
269.31	269.31	269.31	269.31	0.0
269.31	269.31	269.31	269.31	0.0
269.31	269.31	269.31	269.31	0.0
269.31	269.31	269.31	269.31	0.0
269.31	269.55	269.31	269.55	0.008009
269.55	269.55	269.49	269.49	0.104083
269.49	269.49	269.49	269.49	0.0
269.49	269.49	269.49	269.49	0.0
269.49	269.49	269.49	269.49	0.0
269.49	269.78	269.49	269.78	0.726947
269.78	269.78	269.78	269.78	0.0
269.78	269.78	269.57	269.57	23.716949
269.57	269.57	269.57	269.57	0.0
269.57	269.57	269.57	269.57	0.0
269.57	269.57	269.57	269.57	0.0
269.57	269.57	269.57	269.57	0.0
269.57	269.57	269.57	269.57	0.0
269.57	269.57	269.57	269.57	0.0
269.57	269.8	269.57	269.8	7.266088000000001
269.8	269.8	269.8	269.8	0.0
269.8	269.8	269.1	269.1	1.529874
269.1	269.1	268.85	268.85	0.25
268.85	268.85	268.85	268.85	0.0
268.85	268.85	268.85	268.85	0.0
268.85	269.66	268.85	269.66	0.007416
269.66	269.66	269.66	269.66	0.0
269.66	269.66	269.66	269.66	0.0
269.66	269.66	269.66	269.66	0.0
269.66	269.66	269.66	269.66	0.0
269.66	269.66	269.66	269.66	0.0
269.66	269.66	269.66	269.66	0.0
269.66	269.66	269.0	269.0	0.021643
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	268.0	268.0	10.0489
268.0	268.33	268.0	268.33	2.5311
268.33	268.33	268.33	268.33	0.0
268.33	268.33	268.31	268.31	0.024847
268.31	268.31	268.31	268.31	0.0
268.31	268.31	268.31	268.31	0.0
268.31	268.31	268.31	268.31	0.0
268.31	268.31	268.31	268.31	0.0
268.31	268.31	268.31	268.31	0.0
268.31	268.31	268.31	268.31	0.0
268.31	268.31	268.31	268.31	0.0
268.31	268.31	268.31	268.31	0.0
268.31	268.95	268.31	268.95	0.26348499999999997
268.95	268.95	268.53	268.53	0.77
268.53	268.91	268.53	268.91	0.09532678
268.91	268.91	268.91	268.91	0.0
268.91	268.91	268.68	268.68	3.0
268.68	268.68	268.66	268.66	2.0038709999999997
268.66	268.71	268.37	268.71	105.954687
268.71	268.71	268.71	268.71	0.0
268.71	269.04	268.71	269.04	0.652
269.04	269.04	269.04	269.04	0.0
269.04	269.04	269.04	269.04	0.0
269.04	269.04	269.04	269.04	0.0
269.04	269.04	269.04	269.04	0.0
269.04	269.04	269.04	269.04	0.0
269.04	270.22	269.04	270.22	7.256187
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	270.22	270.22	0.0
270.22	270.22	268.95	268.95	3.65315
268.95	268.95	268.86	268.86	0.8859030000000001
268.86	268.86	268.86	268.86	0.0
268.86	268.86	268.86	268.86	0.0
268.86	268.86	268.71	268.71	0.32899999999999996
268.71	268.77	268.71	268.77	0.14721099999999998
268.77	268.77	268.77	268.77	0.0
268.77	268.77	268.77	268.77	0.0
268.77	268.77	268.77	268.77	0.0
268.77	268.86	268.77	268.86	9.797424000000001
268.86	269.22	268.86	269.22	0.025623000000000003
269.22	269.22	269.22	269.22	0.0
269.22	269.22	269.22	269.22	0.0
269.22	269.52	269.22	269.52	0.9091469999999999
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.52	269.52	0.0
269.52	269.52	269.44	269.44	1.8368950000000002
269.44	269.44	269.44	269.44	0.0
269.44	269.44	269.44	269.44	0.0
269.44	269.44	269.44	269.44	0.0
269.44	269.44	269.44	269.44	0.0
269.44	269.44	269.0	269.15	103.31374699999999
269.15	269.15	269.0	269.0	12.804281
269.0	269.03	269.0	269.03	0.177564
269.03	269.03	269.01	269.01	1.5748799999999998
269.01	269.01	269.01	269.01	0.0
269.01	269.01	269.01	269.01	0.0
269.01	269.01	269.0	269.0	8.687783999999999
269.0	269.0	269.0	269.0	78.560141
269.0	269.0	269.0	269.0	98.52303
269.0	269.0	268.0	268.0	134.44208999999998
268.0	268.0	268.0	268.0	0.0
268.0	268.64	268.0	268.64	10.567787
268.64	268.64	268.0	268.0	130.845527
268.0	268.0	268.0	268.0	0.0
268.0	268.21	268.0	268.21	7.571000000000001
268.21	268.21	268.21	268.21	0.0
268.21	268.21	268.21	268.21	0.0
268.21	268.28	268.21	268.28	0.010773999999999999
268.28	268.28	268.28	268.28	0.0
268.28	268.28	268.28	268.28	0.0
268.28	268.36	268.22	268.23	2.600116
268.23	268.23	268.23	268.23	0.0
268.23	268.23	268.23	268.23	0.0
268.23	268.23	268.23	268.23	0.0
268.23	268.67	268.23	268.67	0.056477
268.67	268.67	268.22	268.22	7.145267
268.22	268.22	268.22	268.22	0.0
268.22	268.56	268.22	268.56	0.729693
268.56	268.87	268.56	268.87	10.0
268.87	268.87	268.87	268.87	0.0
268.87	268.87	268.87	268.87	0.0
268.87	268.87	268.87	268.87	0.0
268.87	268.87	268.87	268.87	0.0
268.87	269.4	268.87	269.4	0.18353
269.4	269.42	269.4	269.42	0.315999
269.42	269.42	269.35	269.38	1.993803
269.38	269.38	269.09	269.16	3.5
269.16	269.16	269.16	269.16	0.0
269.16	269.16	269.16	269.16	0.0
269.16	269.46	269.16	269.46	0.17725
269.46	269.46	269.38	269.38	0.13637
269.38	269.38	269.38	269.38	0.0
269.38	269.38	269.3	269.33	1.7107869999999998
269.33	269.52	269.33	269.52	0.050319
269.52	269.52	269.47	269.47	0.358221
269.47	269.87	269.41	269.87	8.172221
269.87	269.87	269.46	269.46	0.05033
269.46	269.46	269.46	269.46	0.0
269.46	269.46	269.46	269.46	0.0
269.46	269.46	269.09	269.09	0.358658
269.09	269.09	269.09	269.09	0.0
269.09	269.91	268.91	268.94	95.03576712
268.94	268.94	268.94	268.94	0.0
268.94	268.95	268.94	268.95	0.063891
268.95	268.95	268.95	268.95	0.0
268.95	268.95	268.95	268.95	0.0
268.95	268.95	268.0	268.0	107.08793899999999
268.0	268.0	268.0	268.0	2.395593
268.0	268.0	268.0	268.0	95.77200406
268.0	268.0	268.0	268.0	54.28917494
268.0	268.0	268.0	268.0	0.0
268.0	269.26	268.0	268.57	96.052784
268.57	268.7	268.57	268.7	0.7288560000000001
268.7	268.7	268.59	268.59	0.35937600000000003
268.59	268.59	268.59	268.59	0.050479
268.59	268.59	268.56	268.56	9.110835
268.56	268.56	268.56	268.56	0.0
268.56	268.56	268.56	268.56	0.0
268.56	268.75	268.56	268.75	32.205812
268.75	268.77	268.75	268.77	0.8684
268.77	268.77	268.77	268.77	0.0
268.77	268.8	268.77	268.8	0.7602
268.8	268.8	268.8	268.8	0.0
268.8	268.8	268.8	268.8	0.0
268.8	268.8	268.8	268.8	0.0
268.8	268.9	268.8	268.9	0.17765
268.9	268.9	268.9	268.9	0.0
268.9	269.33	268.76	269.33	0.5759569999999999
269.33	269.38	269.33	269.38	1.532026
269.38	269.38	269.38	269.38	0.0
269.38	269.38	269.38	269.38	0.0
269.38	269.38	269.38	269.38	0.0
269.38	269.38	269.38	269.38	0.0
269.38	269.41	269.22	269.41	0.90955
269.41	269.41	269.39	269.39	0.007386
269.39	269.39	269.39	269.39	0.0
269.39	269.58	269.39	269.58	0.758102
269.58	269.58	269.58	269.58	0.0
269.58	269.58	269.58	269.58	0.0
269.58	269.58	269.58	269.58	0.0
269.58	269.6	269.49	269.6	0.526776
269.6	269.6	269.6	269.6	0.0
269.6	269.9	269.32	269.32	1.1147639999999999
269.32	269.32	269.32	269.32	11.411711
269.32	269.53	269.32	269.53	3.6355910000000002
269.53	269.53	269.45	269.45	0.177243
269.45	269.45	269.45	269.45	0.0
269.45	269.45	269.45	269.45	0.0
269.45	269.45	269.45	269.45	0.0
269.45	269.45	268.75	268.75	0.46834899999999996
268.75	268.75	268.75	268.75	1.465293
268.75	268.75	268.7	268.7	17.142485
268.7	268.71	268.7	268.71	0.536991
268.71	268.71	268.64	268.69	1.530318
268.69	268.69	268.66	268.69	0.181491
268.69	268.69	268.69	268.69	0.0
268.69	268.69	268.69	268.69	0.0
268.69	268.86	268.61	268.86	0.321865
268.86	268.86	268.86	268.86	0.0
268.86	268.86	268.86	268.86	0.0
268.86	268.86	268.86	268.86	0.0
268.86	268.86	268.7	268.73	2.509977
268.73	268.73	268.73	268.73	0.0
268.73	268.73	268.73	268.73	0.0
268.73	268.73	268.73	268.73	0.0
268.73	268.73	268.73	268.73	0.0
268.73	268.73	268.73	268.73	0.0
268.73	268.73	267.61	267.61	1.412701
267.61	267.98	267.61	267.95	6.9718990000000005
267.95	268.97	267.95	268.97	1.823553
268.97	268.97	268.79	268.79	0.104341
268.79	268.82	268.72	268.82	0.13088
268.82	268.82	268.82	268.82	0.0
268.82	268.82	268.82	268.82	0.0
268.82	268.82	268.31	268.34	0.9679629999999999
268.34	268.34	268.34	268.34	0.0
268.34	268.34	267.9	267.9	0.743159
267.9	267.91	267.9	267.9	1.312448
267.9	267.9	267.9	267.9	0.0
267.9	267.9	267.58	267.82	1.0807309999999999
267.82	267.82	267.82	267.82	0.0
267.82	267.82	267.0	267.03	0.739096
267.03	267.03	267.03	267.03	0.0
267.03	267.99	267.03	267.99	0.003694
267.99	267.99	267.99	267.99	0.0
267.99	267.99	267.99	267.99	0.0
267.99	267.99	267.76	267.76	2.195698
267.76	267.76	267.76	267.76	0.18488553
267.76	267.76	267.76	267.76	0.0
267.76	267.76	267.76	267.76	0.0
267.76	268.19	267.76	268.19	0.5899300000000001
268.19	268.19	267.75	267.75	0.011092
267.75	267.75	267.75	267.75	0.0
267.75	267.75	267.75	267.75	0.0
267.75	267.93	267.75	267.93	0.17948499999999998
267.93	267.93	267.93	267.93	0.0
267.93	267.93	267.93	267.93	10.419582
267.93	267.93	267.93	267.93	0.0
267.93	267.93	267.93	267.93	0.0
267.93	267.93	267.66	267.66	0.816334
267.66	267.66	267.66	267.66	0.0
267.66	267.66	267.66	267.66	0.0
267.66	267.66	267.66	267.66	0.0
267.66	267.66	267.35	267.35	4.894468
267.35	267.57	267.35	267.57	0.200847
267.57	267.81	267.57	267.81	0.10469
267.81	267.81	267.81	267.81	0.0
267.81	267.81	267.81	267.81	0.0
267.81	267.81	267.81	267.81	0.0
267.81	267.81	267.52	267.52	0.36889
267.52	267.52	267.41	267.41	0.17864100000000002
267.41	267.41	267.31	267.31	8.243649000000001
267.31	267.31	267.31	267.31	0.0
267.31	267.54	267.31	267.54	0.40835
267.54	267.54	267.03	267.03	0.012779
267.03	267.03	267.03	267.03	0.0
267.03	267.03	267.03	267.03	0.0
267.03	267.03	267.03	267.03	0.0
267.03	267.03	267.03	267.03	0.0
267.03	267.03	266.82	266.82	14.0
266.82	267.69	266.82	267.69	1.84950545
267.69	267.69	267.28	267.28	0.037334
267.28	268.66	267.28	268.66	103.60647188
268.66	268.66	268.66	268.66	0.0
268.66	268.66	267.79	267.84	3.12399
267.84	267.84	267.84	267.84	0.0
267.84	267.84	267.84	267.84	0.0
267.84	267.84	267.84	267.84	0.0
267.84	267.84	267.84	267.84	0.0
267.84	267.84	267.84	267.84	0.0
267.84	267.84	267.84	267.84	0.0
267.84	267.84	267.84	267.84	0.0
267.84	268.33	267.84	268.33	0.7081649999999999
268.33	268.33	268.33	268.33	0.0
268.33	268.33	268.33	268.33	0.0
268.33	268.33	268.33	268.33	0.0
268.33	268.33	268.33	268.33	0.0
268.33	268.33	268.33	268.33	0.0
268.33	268.33	267.8	267.8	0.018313999999999997
267.8	267.8	267.8	267.8	0.0
267.8	267.8	267.8	267.8	0.0
267.8	267.8	267.8	267.8	0.0
267.8	267.8	267.8	267.8	0.0
267.8	267.8	267.8	267.8	0.0
267.8	267.8	267.8	267.8	0.0
267.8	267.8	267.65	267.65	0.283344
267.65	267.65	267.65	267.65	0.0
267.65	267.65	267.65	267.65	0.0
267.65	267.65	267.65	267.65	0.0
267.65	267.65	267.65	267.65	0.0
267.65	267.65	267.65	267.65	0.0
267.65	267.65	267.65	267.65	0.0
267.65	267.65	267.65	267.65	0.0
267.65	267.84	267.58	267.84	0.54614
267.84	267.84	267.84	267.84	0.0
267.84	268.04	267.7	268.04	1.827575
268.04	268.04	268.04	268.04	0.0
268.04	268.04	267.7	267.7	0.453404
267.7	267.7	267.7	267.7	0.0
267.7	267.7	267.7	267.7	0.0
267.7	267.71	267.55	267.71	0.209536
267.71	267.71	267.71	267.71	0.0
267.71	267.71	267.08	267.08	0.328202
267.08	267.08	267.08	267.08	0.854439
267.08	267.08	267.08	267.08	0.0
267.08	267.08	267.08	267.08	0.0
267.08	267.08	267.08	267.08	0.0
267.08	267.08	267.08	267.08	0.0
267.08	267.08	266.73	266.73	0.104171
266.73	266.73	266.73	266.73	0.0
266.73	266.73	266.73	266.73	0.0
266.73	266.73	266.18	266.18	6.666822
266.18	266.18	266.18	266.18	0.0
266.18	267.48	266.18	267.48	1.830972
267.48	267.48	267.48	267.48	0.0
267.48	267.48	267.48	267.48	0.0
267.48	267.48	267.48	267.48	0.0
267.48	267.48	267.48	267.48	0.0
267.48	267.48	267.48	267.48	0.0
267.48	267.63	267.48	267.63	15.267288
267.63	267.63	266.92	266.92	3.872096
266.92	266.92	266.92	266.92	0.0
266.92	267.65	266.92	267.65	2.3716060000000003
267.65	267.65	267.59	267.59	0.787565
267.59	267.59	267.59	267.59	0.0
267.59	267.59	267.13	267.13	1.501382
267.13	267.78	267.13	267.78	9.201328
267.78	267.78	267.78	267.78	0.0
267.78	267.78	267.78	267.78	0.0
267.78	267.78	267.78	267.78	0.0
267.78	267.78	267.78	267.78	0.0
267.78	267.78	267.78	267.78	0.0
267.78	267.8	267.78	267.8	0.17838199999999999
267.8	267.8	267.8	267.8	1.8978709999999999
267.8	267.8	267.8	267.8	0.0
267.8	267.8	267.8	267.8	0.0
267.8	267.8	267.8	267.8	0.0
267.8	268.2	267.8	268.2	3.703703
268.2	268.4	268.2	268.4	0.9520120000000001
268.4	268.99	268.4	268.99	0.369557
268.99	268.99	268.99	268.99	0.0
268.99	268.99	268.99	268.99	0.0
268.99	268.99	268.99	268.99	0.0
268.99	268.99	268.99	268.99	0.0
268.99	268.99	268.99	268.99	0.0
268.99	268.99	268.99	268.99	0.0
268.99	268.99	268.99	268.99	0.0
268.99	272.05	268.99	272.05	90.69975903
272.05	272.05	272.05	272.05	0.0
272.05	272.05	272.05	272.05	0.0
272.05	272.05	269.41	269.41	0.016176
269.41	269.41	269.41	269.41	0.0
269.41	269.41	269.41	269.41	0.0
269.41	269.41	269.41	269.41	0.0
269.41	269.41	269.41	269.41	0.0
269.41	269.41	269.41	269.41	0.0
269.41	269.41	268.71	268.71	1.855866
268.71	268.71	268.71	268.71	0.0
268.71	268.71	268.71	268.71	0.0
268.71	268.71	268.71	268.71	0.0
268.71	268.71	268.71	268.71	1.073336
268.71	268.71	268.71	268.71	0.0
268.71	268.71	268.71	268.71	0.0
268.71	268.71	268.71	268.71	0.0
268.71	268.71	268.71	268.71	0.0
268.71	268.71	268.71	268.71	0.0
268.71	268.92	268.71	268.92	0.33146
268.92	269.0	268.92	269.0	7.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	268.27	269.0	8.382367
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	269.0	269.0	0.0
269.0	269.0	268.76	268.76	0.5561020000000001
268.76	268.76	268.04	268.04	0.5634359999999999
268.04	268.04	267.74	267.74	8.0
267.74	267.74	267.74	267.74	0.0
267.74	267.74	267.74	267.74	0.0
267.74	267.74	267.74	267.74	0.0
267.74	267.74	267.74	267.74	0.0
267.74	267.74	267.74	267.74	0.0
267.74	267.74	267.74	267.74	0.0
267.74	267.74	267.74	267.74	0.0
267.74	268.47	267.74	268.47	0.08709
268.47	268.47	268.47	268.47	0.0
268.47	268.58	268.47	268.58	0.689326
268.58	268.58	268.58	268.58	0.0
268.58	268.58	268.58	268.58	0.0
268.58	268.58	267.49	267.49	122.999963
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	267.49	267.49	267.49	0.0
267.49	268.16	267.49	268.16	0.463841
268.16	268.16	267.6	267.6	6.555787
267.6	267.6	267.6	267.6	0.0
267.6	267.6	267.26	267.26	2.213074
267.26	267.26	267.26	267.26	0.0
267.26	267.26	267.26	267.26	0.0
267.26	267.26	267.26	267.26	0.0
267.26	267.26	267.26	267.26	0.0
