Open	High	Low	Close	Volume	volume_em	volume_vpt	volume_nvi	volatility_atr	volatility_bbh	volatility_bbl	volatility_bbm	volatility_bbhi	volatility_bbli	volatility_kchi	volatility_kcli	volatility_dcli	trend_macd	trend_ema_fast	trend_ema_slow	trend_vortex_diff	trend_dpo	trend_kst	trend_kst_sig	trend_kst_diff	trend_ichimoku_b	trend_aroon_up	momentum_mfi	momentum_stoch	momentum_wr	momentum_ao	others_dr	others_cr
298.0	298.0	298.0	298.0	0.0	-1.120699311252872	0.0	1000.0	0.4491494695789165	302.361703790618	296.8259885170743	299.59384615384613	0.0	0.0	0.0	0.0	0.0	-0.35724116693660335	298.9058918291805	299.2631329961171	0.0	1.5361538461538657	-23.92261254550963	-21.732755677451618	-2.189856868058012	299.565	4.0	11.796425526776446	0.0	-100.0	-1.4211538461539135	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	-1.120699311252872	0.0	1000.0	0.4170673646089939	302.27240728790383	296.6875927120961	299.47999999999996	0.0	0.0	0.0	0.0	0.0	-0.36962075422843554	298.7516473741739	299.12126812840233	0.347600663412585	0.5200000000000387	-24.23832808295987	-22.169623048334916	-2.068705034624955	299.565	4.0	11.796425526776446	0.0	-100.0	-1.514642857142917	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	-1.120699311252872	0.0	1000.0	0.38727683856549433	302.17859594081915	296.5840707258475	299.3813333333333	0.0	0.0	0.0	0.0	0.0	-0.3742408116079332	298.6257335712458	298.99997438285374	0.9601226993865043	0.6186666666666838	-24.792446623909655	-22.695332166505487	-2.0971144574041674	299.565	4.0	15.061959762418113	0.0	-100.0	-1.4136666666666997	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	9.59614	-1.120699311252872	0.0	1000.0	0.3596142072393876	302.0842746966431	296.5057253033568	299.29499999999996	0.0	0.0	0.0	0.0	0.0	-0.3730426828470286	298.5223261649667	298.89536884781376	0.9601226993865043	1.8350000000000364	-25.117169199868485	-23.22333198795468	-1.8938372119138052	299.565	4.0	15.061959762418113	0.0	-100.0	-1.3253125000000523	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	-1.3074825297950172	0.0	1000.0	0.3339274781508599	301.9916188910725	296.44602816775097	299.21882352941174	0.0	0.0	0.0	0.0	0.0	-0.36749951327357167	298.43698157734804	298.8044810906216	1.161410018552877	1.9111764705882592	-25.206564852221074	-23.735922472461002	-1.470642379760072	299.565	4.0	16.095626205022327	0.0	-100.0	-1.2473529411765298	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	-1.5689790357540208	0.0	1000.0	0.3100755154257985	301.90179349822364	296.40042872399846	299.15111111111105	0.0	0.0	0.0	0.0	0.0	-0.35874283765389237	298.3662569395555	298.7249997772094	1.161410018552877	0.9488888888889733	-25.123227325756996	-24.13506868440932	-0.9881586413476775	299.565	4.0	16.095626205022327	0.0	-100.0	-1.178055555555602	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	2.91114	-1.5689790357540208	0.0	1000.0	0.28792726432395577	301.81538695389116	296.3656656776877	299.0905263157894	0.0	0.0	0.0	0.0	0.0	-0.34764978430024485	298.3074495237178	298.65509930801807	1.4694835680751184	1.0094736842106045	-24.559369692141882	-24.388216410261904	-0.17115328187997747	299.565	4.0	0.0	0.0	-100.0	-1.1160526315790094	0.0	-1.0394181914787581
299.05	299.05	299.05	299.05	0.37758	-1.4003111802623107	0.0013303993288590749	1003.523489932886	0.34236103115795974	301.74074651549347	296.43625348450644	299.08849999999995	0.0	0.0	0.0	0.0	0.0	-0.26646109534908646	298.42588034946914	298.6923414448182	1.227272727272724	-1.0884999999999536	-23.86940528315095	-24.49014345495953	0.6207381718085792	299.565	4.0	23.665574880656777	50.0	-50.0	-0.9027500000000828	0.35234899328859814	-0.690731577723902
299.05	299.05	299.05	299.05	0.17585	-1.4003111802623107	0.0013303993288590749	1003.523489932886	0.317906671789534	301.45669889337836	296.5123011066216	298.98449999999997	0.0	0.0	0.0	0.0	0.0	-0.20053885272250227	298.52486357210563	298.72540242482813	1.3333333333333335	-0.9844999999999686	-22.80471040989288	-24.40375933504572	1.5990489251528395	299.565	4.0	54.55243568745527	50.0	-50.0	-0.6897619047619514	0.0	-0.690731577723902
299.05	300.1	299.05	300.1	6.40719	-1.1525866241759744	0.022496403611436455	1003.523489932886	0.3701990523759967	301.255386250118	296.61061374988196	298.933	0.0	0.0	0.0	0.0	0.0	-0.07668156055393638	298.7734936822892	298.85017524284314	0.75	-0.9329999999999927	-21.281302339743696	-24.11028042329395	2.828978083550254	299.565	4.0	95.57848092585358	100.0	-0.0	-0.39590909090912874	0.35111185420497737	-0.34204496396904593
300.1	300.1	300.1	300.1	0.0	0.017207231251141587	0.022496403611436455	1003.523489932886	0.3437562629205684	301.27046740824534	296.60553259175464	298.938	0.0	0.0	0.0	0.0	0.0	0.02028469808982436	298.98204402810285	298.961759330013	0.0	-0.9379999999999882	-19.682555932885005	-23.604083517730075	3.9215275848450695	299.565	4.0	100.0	100.0	-0.0	-0.01804347826094954	0.0	-0.34204496396904593
300.1	300.1	300.1	300.1	0.0	0.017207231251141587	0.0	1003.523489932886	0.3192022441405277	301.285460245127	296.60053975487307	298.94300000000004	0.0	0.0	0.0	0.0	0.0	0.09535682168211679	299.1572159467411	299.06185912505896	1.0	-0.9430000000000405	-17.76040618084013	-22.822745690722353	5.062339509882225	299.565	4.0	100.0	100.0	-0.0	0.36333333333323026	0.0	-0.34204496396904593
300.1	300.1	300.1	300.1	0.0	0.017207231251141587	0.0	1003.523489932886	0.29640208384477573	301.071140482185	296.7118595178151	298.89150000000006	0.0	0.0	0.0	0.0	0.0	0.15261437719823334	299.3045214371168	299.1519070599186	1.0	-0.8915000000000646	-15.913594765504754	-21.800126309126384	5.886531543621629	299.565	4.0	100.0	100.0	-0.0	0.5377999999998906	0.0	-0.34204496396904593
299.4	299.4	299.4	299.4	0.54316	0.014339359375951322	-0.0012669510163279727	1003.523489932886	0.325230506427295	300.7334299586098	296.8765700413902	298.805	0.0	0.0	0.0	0.0	0.0	0.14624640350695017	299.3194038014255	299.17315739791854	0.7499999999999898	-0.8050000000000068	-14.640572059186304	-20.626127109900295	5.985555050713991	299.565	4.0	92.59493413015821	66.66666666666487	-33.33333333333514	0.601923076922958	-0.23325558147285763	-0.5745027064722907
299.4	300.8	299.4	300.8	4.77061	0.04163723139913197	0.021040510573518932	1003.523489932886	0.4019997559682049	300.88903057951563	296.79096942048443	298.84000000000003	0.0	0.0	0.0	0.0	0.0	0.23881085364928367	299.5497197874842	299.3109089338349	0.8333333333333266	-0.8400000000000318	-12.896604915294398	-19.267613508737785	6.371008593443387	299.565	12.0	95.51865203711453	100.0	-0.0	0.6755555555554338	0.4676018704074858	-0.10958722146581223
299.39	299.39	299.39	299.39	0.08994	0.036432577474240474	0.021885867839846897	998.8194735738256	0.47399977339904925	300.7850738137165	296.82392618628353	298.8045	0.0	0.0	0.0	0.0	0.0	0.2073811325880115	299.52491679237806	299.31753565979005	0.37433155080213454	-0.8045000000000186	-11.632598774321554	-17.831305628979973	6.198706854658418	299.565	8.0	94.81509911996584	49.64285714285646	-50.35714285714354	0.5297857142855946	-0.46875000000000666	-0.5778235313651958
299.39	299.39	299.39	299.39	0.05886	0.03238451331043598	-0.0004215937500000075	998.8194735738256	0.4401426467276886	300.8331448188057	296.91485518119435	298.874	0.0	0.0	0.0	0.0	0.0	0.1804469327227025	299.5039956925238	299.3235487598011	0.37433155080213454	-0.8740000000000236	-10.227660080664926	-16.315556162037083	6.087896081372158	299.565	4.0	94.81509911996584	49.64285714285646	-50.35714285714354	0.38427586206887554	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	6.51018	0.03238451331043598	0.0	998.8194735738256	0.4087038862471394	300.87045314448824	297.0165468555118	298.94350000000003	0.0	0.0	0.0	0.0	0.0	0.15732609086302318	299.4863403072495	299.3290142163865	0.37433155080213454	-0.9435000000000286	-8.991054121373617	-14.780705463312719	5.789651341939102	299.565	4.0	94.81509911996584	49.64285714285646	-50.35714285714354	0.23899999999991905	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	0.486	0.02914606197939238	0.0	998.8194735738256	0.37951075151520086	300.89644700790313	297.12955299209693	299.01300000000003	0.0	0.0	0.0	0.0	0.0	0.13744523515811125	299.47143472169796	299.33398948653985	0.37433155080213454	0.03699999999997772	-7.816226725311487	-13.284585950598029	5.468359225286542	299.565	84.0	94.81509911996584	49.64285714285646	-50.35714285714354	0.2339354838708232	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	0.0	0.02914606197939238	0.0	998.8194735738256	0.3524028406926865	300.91031865966846	297.25468134033173	299.0825000000001	0.0	0.0	0.0	0.0	0.0	0.12032145094474345	299.4588462754025	299.33852482445775	0.37433155080213454	-0.03250000000008413	-6.954414644887384	-11.870348029709403	4.915933384822019	299.565	80.0	94.81509911996584	49.64285714285646	-50.35714285714354	0.08906249999989768	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	17.93696	0.02914606197939238	0.0	998.8194735738256	0.3272312092146375	300.9109183278967	297.3930816721035	299.1520000000001	0.0	0.0	0.0	0.0	0.0	0.10554726717901985	299.4482116314738	299.34266436429476	0.37433155080213454	0.9479999999999222	-6.1053520008455004	-10.575342009709999	4.469990008864499	299.565	76.0	94.81509911996584	19.42857142857	-80.57142857143	0.08636363636355782	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	1.95841	0.02914606197939238	0.0	998.8194735738256	0.30385755141359194	300.89660910877956	297.54639089122065	299.2215000000001	0.0	0.0	0.0	0.0	0.0	0.09277830323850367	299.43922531560514	299.34644701236664	0.4605263157894669	0.8784999999999172	-5.397228954119055	-9.406856919556033	4.0096279654369775	299.565	72.0	94.64985078469131	19.42857142857	-80.57142857143	0.08382352941168847	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	0.4096	0.02914606197939238	0.0	998.8194735738256	0.28215344059833536	300.86501130203936	297.71698869796086	299.2910000000001	0.0	0.0	0.0	0.0	0.0	0.08172306211315572	299.4316302490356	299.34990718692245	0.4605263157894669	0.8089999999999122	-4.838138263086993	-8.317697608878332	3.4795593457913387	299.565	68.0	94.64985078469131	19.42857142857	-80.57142857143	0.13499999999993406	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	24.5542	0.020542446353821547	0.0	998.8194735738256	0.26199962341273997	300.81251819620326	297.908481803797	299.3605000000001	0.0	0.0	0.0	0.0	0.0	0.07213446617510044	299.42520990130583	299.35307543513073	0.29914529914529353	0.7394999999999072	-4.115515671575704	-7.3420210262429215	3.2265053546672178	299.565	64.0	88.3161796035789	0.0	-100.0	0.18617647058817965	0.0	-0.5778235313651958
300.79	300.79	300.79	300.79	0.86993	0.01867495123074686	0.00406794482113641	1003.4901281147368	0.34328536459754666	300.93768820278285	298.0623117972174	299.5000000000001	0.0	0.0	0.0	0.0	0.0	0.16954665791655543	299.63561279691385	299.4660661389973	0.0	-0.10000000000013642	-3.487805715810403	-6.437044019741683	2.94923830393128	299.565	60.0	89.93893956245029	99.29078014184464	-0.7092198581553708	0.44294117647052644	0.46761748889410093	-0.11290804635870622
299.6	299.6	299.6	299.6	0.90661	0.01711870529485129	0.0004811703273035102	1003.4901281147368	0.40376498141200745	300.8323661815266	298.3276338184737	299.58000000000015	0.0	0.0	0.0	0.0	0.0	0.15357424733110747	299.6301242994008	299.4765500520697	0.0	1.2199999999998568	-2.8746978122034723	-5.620048212134855	2.745350399931383	299.565	56.00000000000001	78.60606505859023	14.893617021278912	-85.10638297872109	0.49670588235284185	-0.395624854549681	-0.5080862086142113
299.6	299.6	299.6	299.6	0.0	0.01711870529485129	-0.0035867744938329	1003.4901281147368	0.37492462559686407	300.66796825346825	298.65203174653215	299.6600000000002	0.0	0.0	0.0	0.0	0.0	0.13931004237684874	299.6254829184073	299.4861728760304	0.0	-0.2700000000002092	-2.2848927673751587	-4.874919172801693	2.5900264054265345	299.565	52.0	78.60606505859023	14.893617021278912	-85.10638297872109	0.5837058823528309	0.0	-0.5080862086142113
299.6	299.6	299.6	299.6	1.26188	0.01711870529485129	0.0	1003.4901281147368	0.34814429519708806	300.6545764406731	298.72042355932723	299.68750000000017	0.0	0.0	0.0	0.0	0.0	0.12654619224673525	299.62155755068386	299.4950113584371	0.0	-0.2975000000001842	-1.7657118690330906	-4.202639744326316	2.4369278752932253	299.565	48.0	85.02009789862811	14.893617021278912	-85.10638297872109	0.6540882352940116	0.0	-0.5080862086142113
299.6	299.6	299.6	299.6	0.70683	-3.0068540250264654e-17	0.0	1003.4901281147368	0.32327684554015323	300.6359263071265	298.7940736928739	299.7150000000002	0.0	0.0	0.0	0.0	0.0	0.11510297045060724	299.61823748420784	299.50313451375723	0.35000000000000353	-0.325000000000216	-1.1390274420358621	-3.5564856106761464	2.4174581686402843	299.565	44.0	46.70828779764018	15.000000000002233	-84.99999999999777	0.7107941176469694	0.0	-0.5080862086142113
299.6	299.6	299.6	299.6	2.53734	-3.0068540250264654e-17	0.0	1003.4901281147368	0.3001856422872851	300.59390963684353	298.7860903631568	299.69000000000017	0.0	0.0	0.0	0.0	0.0	0.1048246653372189	299.6154291979125	299.51060453257526	0.0	-0.3000000000001819	-0.7972627432975065	-2.9666979153930364	2.16943517209553	299.565	40.0	49.06672028821517	15.000000000002233	-84.99999999999777	0.4874999999998977	0.0	-0.5080862086142113
299.6	299.6	299.6	299.6	0.55225	-3.0068540250264654e-17	0.0	1003.4901281147368	0.2787438106953362	300.5485931428576	298.78140685714277	299.6650000000002	0.0	0.0	0.0	0.0	0.0	0.09557610636414893	299.61305367180216	299.517477565438	0.0	-0.27500000000020464	-0.23917091227941556	-2.3935803551886323	2.1544094429092167	299.565	36.0	49.06672028821517	15.000000000002233	-84.99999999999777	0.47132352941162026	0.0	-0.5080862086142113
299.6	299.6	299.6	299.6	0.0	-3.2802043909379627e-17	0.0	1003.4901281147368	0.2588335385028122	300.4997429236328	298.7802570763676	299.6400000000002	0.0	0.0	0.0	0.0	0.0	0.08723972254449563	299.6110441237719	299.5238044012274	0.0	-0.2500000000002274	0.31892091873867606	-1.8205737794302246	2.1394946981689005	299.565	32.0	49.06672028821517	15.000000000002233	-84.99999999999777	0.42426470588219445	0.0	-0.5080862086142113
299.6	299.6	299.6	299.6	0.75578	-3.2802043909379627e-17	0.0	1003.4901281147368	0.2403454286097542	300.4470551601147	298.78294483988566	299.6150000000002	0.0	0.0	0.0	0.0	0.0	0.0797130473948755	299.60934410380264	299.52963105640777	0.0	-0.22500000000019327	0.9475626678979964	-1.2580095194887024	2.2055721873866987	299.565	28.000000000000004	49.06672028821517	15.000000000002233	-84.99999999999777	0.37720588235276864	0.0	-0.5080862086142113
299.6	299.6	299.6	299.6	0.75878	-3.0068540250264654e-17	0.0	1003.4901281147368	0.22317789799477175	300.4509603660683	298.7990396339322	299.6250000000002	0.0	0.0	0.0	0.0	0.0	0.0729065992771325	299.607905887927	299.5349992886499	0.0	-0.23500000000024102	1.123570986837209	-0.7456343303056345	1.8692053171428435	299.565	24.0	49.06672028821517	15.000000000002233	-84.99999999999777	0.33014705882334283	0.0	-0.5080862086142113
300.8	300.8	300.8	300.8	0.23323	-3.0068540250264654e-17	0.0009341655540720873	1007.5094477200028	0.29295090528085865	300.4509603660683	298.7990396339322	299.6250000000002	1.0	0.0	0.0	0.0	0.0	0.16008712032038375	299.7913763798986	299.63128925957824	0.0	-0.23500000000024102	1.2962158184191357	-0.2821994824586781	1.578415300877814	299.565	20.0	54.98817237395567	100.0	-0.0	0.48779411764684255	0.4005340453938633	-0.10958722146581223
300.79	300.79	300.79	300.79	2.27645	-3.0068540250264654e-17	0.0008584857003487518	1007.5094477200028	0.2727401263322252	300.66230771242977	298.7276922875707	299.6950000000002	1.0	0.0	0.0	0.0	0.0	0.22575274265142298	299.94506138869656	299.71930864604514	0.0	1.0949999999998	1.7388649788747559	0.16488471156909018	1.5739802673056658	299.565	16.0	25.759052865175562	99.29078014184464	-0.7092198581553708	0.6437352941173913	-0.003324468085108556	-0.11290804635870622
300.79	300.79	300.79	300.79	0.82377	-3.0068540250264654e-17	-7.567985372333543e-05	1007.5094477200028	0.2532586887370663	300.83639849581834	298.6936015041821	299.7650000000002	0.0	0.0	0.0	0.0	0.0	0.2745997349283016	300.0750881727632	299.8004884378349	0.0	-0.165000000000191	2.1815141393303765	0.603465379165031	1.5780487601653457	299.565	12.0	25.759052865175562	99.29078014184464	-0.7092198581553708	0.7996764705880537	0.0	-0.11290804635870622
300.79	300.79	300.79	300.79	1.14426	-3.0068540250264654e-17	0.0	1007.5094477200028	0.23516878239870445	300.9834085097485	298.6865914902518	299.83500000000015	0.0	0.0	0.0	0.0	0.0	0.3097181216824083	300.18510054403146	299.87538242234905	0.0	-0.23500000000012733	2.735420028955541	1.0339595426085202	1.7014604863470209	299.565	8.0	25.759052865175562	99.16666666666741	-0.8333333333325833	0.9556176470586024	0.0	-0.11290804635870622
300.79	300.8	300.79	300.8	1.45349	2.866663455968313e-06	4.8322417633520996e-05	1007.5094477200028	0.2190852979416535	301.1106027473118	298.70039725268856	299.9055000000002	0.0	0.0	0.0	0.0	0.0	0.33446736623301376	300.279719335613	299.94525196937997	0.004149377593357317	-0.30550000000016553	3.2455391926928923	1.4831597577185647	1.7623794349743276	299.565	4.0	34.66253879515445	100.0	-0.0	1.112411764705712	0.003324578609653628	-0.10958722146581223
300.8	300.8	300.8	300.8	0.0	3.127269224692705e-06	4.8322417633520996e-05	1007.5094477200028	0.20343634808867825	301.2185169701264	298.7334830298739	299.97600000000017	0.0	0.0	0.0	0.0	0.0	0.35003047828655554	300.35977602809714	300.0097455498106	0.016393442622936405	-0.3760000000001469	3.5511897003861406	1.9043109369036264	1.6468787634825142	299.565	80.0	42.56044928512991	100.0	-0.0	1.0300588235292594	0.0	-0.10958722146581223
300.8	301.13	300.8	300.8	6.78247	0.0006718707283467179	0.0	1007.5094477200028	0.2124766089394858	301.30886661619496	298.78413338380534	300.04650000000015	0.0	0.0	0.0	0.0	0.0	0.35822172023154053	300.4275124676941	300.06929074746256	0.22580645161288793	-0.44650000000012824	3.9482088729945386	2.3075651540431665	1.640643718951372	299.565	76.0	42.56044928512991	78.43137254902027	-21.568627450979736	0.9778529411763088	0.0	-0.10958722146581223
301.13	301.13	301.13	301.13	0.39447	0.0006718707283467179	0.00043276296542551097	1008.614760611451	0.22087113687237855	301.444269561023	298.82273043897726	300.13350000000014	0.0	0.0	0.0	0.0	0.0	0.3864877827479063	300.5356005356282	300.1491127528803	0.36170212765955956	-0.5335000000001173	4.25305653152929	2.674842250002199	1.578214281527091	299.565	100.0	47.765391070053816	100.0	-0.0	0.9846764705881128	0.10970744680851574	0.0
301.13	301.13	301.13	301.13	7.31345	0.0006718707283467179	0.00043276296542551097	1008.614760611451	0.20509462709578008	301.5542635709364	298.88673642906383	300.22050000000013	0.0	0.0	0.0	0.0	0.0	0.404215032033278	300.6270559594635	300.22284092743024	0.36170212765955956	-0.6205000000001064	4.557904190064041	3.0564348281385136	1.501469361925527	299.565	96.0	47.765391070053816	100.0	-0.0	0.9914999999999168	0.0	0.0
301.13	301.51	301.13	301.51	3.04318	0.002648969245906153	0.0038402298010825433	1009.8875451531185	0.21758786801750976	301.7180727565748	298.9349272434254	300.3265000000001	0.0	0.0	0.0	0.0	0.0	0.44342071241044323	300.7629052590913	300.3194845466809	0.4690265486725559	-0.726500000000101	4.965262959145364	3.46410673266365	1.5011562264817142	299.755	100.0	69.2675158341999	100.0	-0.0	1.04517647058816	0.12619134593032655	0.12619134593032655
302.57	302.57	302.57	302.57	3.5576	0.002648969245906153	0.016347463392008245	1009.8875451531185	0.2777601631591164	302.12357956180995	298.7074204381903	300.4155000000001	1.0	0.0	0.0	0.0	0.0	0.5526507398301987	301.04094019150136	300.48828945167116	0.43373493975902666	-0.8155000000000996	5.31911707368995	3.8619125209764493	1.4572045527135002	300.28499999999997	100.0	79.27855524300526	100.0	-0.0	1.326529411764625	0.3515637955623374	0.47819878457808773
302.57	302.57	302.57	302.57	0.0	0.002648969245906153	0.012507233590925702	1009.8875451531185	0.2579201515048938	302.477612180915	298.65038781908515	300.5640000000001	1.0	0.0	0.0	0.0	0.0	0.6319075349848049	301.2761947367297	300.6442872017449	0.43373493975902666	0.23599999999993315	5.740492942993767	4.257354610272382	1.483138332721385	300.28499999999997	96.0	79.27855524300526	100.0	-0.0	1.5748823529410743	0.0	0.47819878457808773
301.61	301.61	301.61	301.61	7.70951	0.002648969245906153	-0.024460883762434615	1009.8875451531185	0.3080687121116856	302.57606563002514	298.7529343699749	300.66450000000003	0.0	0.0	0.0	0.0	0.0	0.6109593970417109	301.32755208485406	300.71659268781235	0.33644859813083383	0.12549999999998818	5.884232041518097	4.607222611668222	1.2770094298498753	300.28499999999997	92.0	46.5338971026578	67.67676767676804	-32.323232323231956	1.626470588235236	-0.3172819512839986	0.15939959485937738
301.61	301.61	301.61	301.61	0.0	0.0028897846318976213	-0.024460883762434615	1009.8875451531185	0.2860638041037081	302.65211419898174	298.87788580101824	300.765	0.0	0.0	0.0	0.0	0.0	0.5875764442192235	301.3710075378049	300.7834310935857	0.33644859813083383	0.025000000000034106	6.027971140042426	4.916381716929281	1.111589423113145	300.28499999999997	88.0	46.5338971026578	46.0674157303374	-53.9325842696626	1.657470588235185	0.0	0.15939959485937738
301.61	301.61	301.61	301.61	1.05098	0.0028897846318976213	0.0	1009.8875451531185	0.2656306752391575	302.70486459280414	299.02613540719585	300.8655	0.0	0.0	0.0	0.0	0.0	0.5625535203805612	301.40777698896704	300.8452234685865	0.46753246753245925	-0.07549999999997681	6.169373044625399	5.207290977400309	0.96208206722509	300.28499999999997	84.0	45.85921527724177	46.0674157303374	-53.9325842696626	1.6710588235293358	0.0	0.15939959485937738
301.61	301.61	301.61	301.61	0.84224	0.0028897846318976213	0.0	1009.8875451531185	0.24665705557921772	302.73242845133404	299.19957154866586	300.96599999999995	0.0	0.0	0.0	0.0	0.0	0.5365318777372181	301.43888920950803	300.9023573317708	0.4690553745928244	-0.16599999999993997	6.2165964836856045	5.459334045254872	0.7572624384307325	300.28499999999997	80.0	52.300721436274344	46.0674157303374	-53.9325842696626	1.4137647058822722	0.0	0.15939959485937738
