Open	High	Low	Close	Volume	volume_adi	volume_obv	volume_cmf	volume_fi	volume_em	volume_vpt	volume_nvi	volatility_atr	volatility_bbh	volatility_bbl	volatility_bbm	volatility_bbhi	volatility_bbli	volatility_kcc	volatility_kch	volatility_kcl	volatility_kchi	volatility_kcli	volatility_dch	volatility_dcl	volatility_dchi	volatility_dcli	trend_macd	trend_macd_signal	trend_macd_diff	trend_ema_fast	trend_ema_slow	trend_adx	trend_adx_pos	trend_adx_neg	trend_vortex_ind_pos	trend_vortex_ind_neg	trend_vortex_diff	trend_trix	trend_mass_index	trend_cci	trend_dpo	trend_kst	trend_kst_sig	trend_kst_diff	trend_ichimoku_a	trend_ichimoku_b	trend_visual_ichimoku_a	trend_visual_ichimoku_b	trend_aroon_up	trend_aroon_down	trend_aroon_ind	momentum_rsi	momentum_mfi	momentum_tsi	momentum_uo	momentum_stoch	momentum_stoch_signal	momentum_wr	momentum_ao	others_dr	others_dlr	others_cr
298.0	298.0	298.0	298.0	0.0	0.0	0.0	0.07620564423691799	-0.0	-1.1206993112528718	0.0	1000.0	0.5209070771447789	302.4896796898652	297.2775930374075	299.88363636363636	0.0	0.0	299.7913333333333	300.1143333333333	299.4683333333333	0.0	0.0	301.13	298.0	0.0	0.0	-0.29786123576940327	-0.14033445154938445	-0.1575267842200188	299.33329666380297	299.6311578995724	0.0	0.0	0.0	1.0	1.0	0.0	-0.024490704055978724	12.234171211964336	-139.2005933409451	7.026643916642286	-22.95206188087232	-20.980643682752874	-1.9714181981194479	299.565	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.977708198353179	11.796425526776446	-86.99432089353442	31.834098781836417	0.0	0.0	-100.0	-0.8777272727273839	0.0	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	0.0	0.0	0.07620564423691799	0.0	-1.1206993112528718	0.0	1000.0	0.4836994287772947	302.438999890139	297.0143334431943	299.72666666666663	0.0	0.0	299.4783333333333	299.8013333333333	299.15533333333326	0.0	0.0	301.13	298.0	0.0	0.0	-0.3345035564101977	-0.1820338321356506	-0.15246972427454708	299.09624089400455	299.43074445041475	0.0	0.0	0.0	1.0	1.0	0.0	-0.028451473372328718	13.183177758825446	-111.08569417560705	1.4033333333333644	-23.582167489117197	-21.371877341502064	-2.210290147615133	299.565	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.977708198353175	11.796425526776446	-86.46692743060753	23.03199736691524	0.0	0.0	-100.0	-1.1370833333334076	0.0	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	0.0	0.0	0.07620564423691799	0.0	-1.1206993112528718	0.0	1000.0	0.4491494695789165	302.361703790618	296.8259885170743	299.59384615384613	0.0	0.0	299.2783333333333	299.6013333333333	298.9553333333333	0.0	0.0	301.13	298.0	0.0	0.0	-0.35724116693660335	-0.219113791415102	-0.13812737552150134	298.9058918291805	299.2631329961171	0.0	0.0	0.0	1.0	1.0	0.0	-0.031561907179071674	13.973461533761807	-94.8719727183371	1.5361538461538657	-23.92261254550963	-21.732755677451618	-2.189856868058012	299.565	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.977708198353174	11.796425526776446	-86.01536521111929	7.874385026204334	0.0	0.0	-100.0	-1.4211538461539135	0.0	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	0.0	0.0	0.07620564423691799	0.0	-1.1206993112528718	0.0	1000.0	0.4170673646089939	302.27240728790383	296.6875927120961	299.47999999999996	0.0	0.0	299.07833333333326	299.4013333333333	298.7553333333333	0.0	0.0	301.13	298.0	0.0	0.0	-0.36962075422843554	-0.2505999603312664	-0.11902079389716913	298.7516473741739	299.12126812840233	0.0	0.0	0.0	0.652399336587415	1.0	0.347600663412585	-0.03386562178517866	14.651625797565398	-84.32270498215794	0.5200000000000387	-24.23832808295987	-22.169623048334916	-2.068705034624955	299.565	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.977708198353172	11.796425526776446	-85.62235854597091	7.874385026204334	0.0	0.0	-100.0	-1.514642857142917	0.0	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	0.0	0.0	0.07620564423691799	0.0	-1.1206993112528718	0.0	1000.0	0.38727683856549433	302.17859594081915	296.5840707258475	299.3813333333333	0.0	0.0	298.7653333333333	299.08833333333325	298.4423333333333	0.0	0.0	301.13	298.0	0.0	0.0	-0.3742408116079332	-0.27622990406349013	-0.09801090754444308	298.6257335712458	298.99997438285374	0.0	0.0	0.0	0.3619631901840522	1.3220858895705565	0.9601226993865043	-0.03545250640285972	15.2462047274296	-76.91089398406326	0.6186666666666838	-24.792446623909655	-22.695332166505487	-2.0971144574041674	299.3075	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.977708198353174	15.061959762418113	-85.2756476070634	12.528388347910928	0.0	0.0	-100.0	-1.4136666666666997	0.0	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	9.59614	0.0	0.0	0.028713174146193513	0.0	-1.1206993112528718	0.0	1000.0	0.3596142072393876	302.0842746966431	296.5057253033568	299.29499999999996	0.0	0.0	298.48999999999995	298.69999999999993	298.2799999999999	0.0	0.0	301.13	298.0	0.0	0.0	-0.3730426828470286	-0.2961532522159181	-0.07688943063111048	298.5223261649667	298.89536884781376	0.0	20.0	20.0	0.3619631901840522	1.3220858895705565	0.9601226993865043	-0.036423145190200706	15.775962538522762	-71.41806663272705	1.8350000000000364	-25.117169199868485	-23.22333198795468	-1.8938372119138052	299.3075	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.977708198353174	15.061959762418113	-84.9662738046571	50.0	0.0	0.0	-100.0	-1.3253125000000523	0.0	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	0.0	0.0	0.028713174146193513	0.0	-1.307482529795017	0.0	1000.0	0.3339274781508599	301.9916188910725	296.44602816775097	299.21882352941174	0.0	0.0	298.28	298.48999999999995	298.06999999999994	0.0	0.0	301.13	298.0	0.0	0.0	-0.36749951327357167	-0.31075122147195816	-0.056748291801613504	298.43698157734804	298.8044810906216	0.0	20.0	20.0	0.22820037105751786	1.3896103896103948	1.161410018552877	-0.03687426240134684	16.25391406490809	-67.18437971466355	1.9111764705882592	-25.206564852221074	-23.735922472461002	-1.470642379760072	299.3075	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.977708198353172	16.095626205022327	-84.68752701794016	50.0	0.0	0.0	-100.0	-1.2473529411765298	0.0	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	0.0	0.0	0.0	0.028713174146193513	-0.0	-1.5689790357540203	0.0	1000.0	0.3100755154257985	301.90179349822364	296.40042872399846	299.15111111111105	0.0	0.0	298.07	298.28	297.85999999999996	0.0	0.0	301.13	298.0	0.0	0.0	-0.35874283765389237	-0.3205256247033476	-0.038217212950544754	298.3662569395555	298.7249997772094	0.0	20.0	20.0	0.22820037105751786	1.3896103896103948	1.161410018552877	-0.036893352677098014	16.689467156038997	-63.82139848357058	0.9488888888889733	-25.123227325756996	-24.13506868440932	-0.9881586413476775	298.7825	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.97770819835317	16.095626205022327	-84.4342738002825	50.0	0.0	0.0	-100.0	-1.178055555555602	0.0	0.0	-1.0394181914787581
298.0	298.0	298.0	298.0	2.91114	0.0	0.0	0.024147752874960057	0.0	-1.5689790357540203	0.0	1000.0	0.28792726432395577	301.81538695389116	296.3656656776877	299.0905263157894	0.0	0.0	298.0	297.99999999999994	297.99999999999994	0.0	0.0	301.13	298.0	0.0	0.0	-0.34764978430024485	-0.326029779858262	-0.021620004441982865	298.3074495237178	298.65509930801807	0.0	20.0	20.0	0.023474178403761255	1.4929577464788797	1.4694835680751184	-0.03655731161653782	17.089650310661796	-61.0855626683779	1.0094736842106045	-24.559369692141882	-24.388216410261904	-0.17115328187997747	298.7825	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	15.97770819835317	0.0	-84.20251435329027	50.0	0.0	0.0	-100.0	-1.1160526315790094	0.0	0.0	-1.0394181914787581
299.05	299.05	299.05	299.05	0.37758	0.0	-0.7048100000000002	0.023659823412907587	0.39645900000000434	-1.4003111802623105	0.0013303993288590749	1003.523489932886	0.34236103115795974	301.74074651549347	296.43625348450644	299.08849999999995	0.0	0.0	298.105	298.10499999999996	298.10499999999996	0.0	0.0	301.13	298.0	0.0	0.0	-0.26646109534908646	-0.3139770848437195	0.04751598949463304	298.42588034946914	298.6923414448182	0.0	20.0	20.0	0.2751196172248881	1.5023923444976122	1.227272727272724	-0.035084571688286256	17.45985771502512	-3.167429553662569	-1.0884999999999536	-23.86940528315095	-24.49014345495953	0.6207381718085792	299.04499999999996	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	62.987692388490025	23.665574880656777	-82.69951883188146	67.86181734380823	50.0	16.66666666666666	-50.0	-0.9027500000000828	0.35234899328859814	0.35172969851613445	-0.690731577723902
299.05	299.05	299.05	299.05	0.17585	0.0	0.0	0.023981405894461637	-2.872054500000031	-1.4003111802623105	0.0013303993288590749	1003.523489932886	0.317906671789534	301.45669889337836	296.5123011066216	298.98449999999997	0.0	0.0	298.21000000000004	298.21	298.21	0.0	0.0	301.13	298.0	0.0	0.0	-0.20053885272250227	-0.29107823379705616	0.09053938107455389	298.52486357210563	298.72540242482813	0.0	20.0	20.0	0.3333333333333333	1.6666666666666667	1.3333333333333335	-0.032913369261283736	17.804322972235205	3.1908242243918443	-0.9844999999999686	-22.80471040989288	-24.40375933504572	1.5990489251528395	299.04499999999996	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	62.98769238849003	54.55243568745527	-81.32634464590721	70.20859337479473	50.0	33.33333333333333	-50.0	-0.6897619047619514	0.0	0.0	-0.690731577723902
299.05	300.1	299.05	300.1	6.40719	6.40719	5.70238	0.31013023612570734	6.331090500000069	-1.1525866241759741	0.022496403611436455	1003.523489932886	0.3701990523759967	301.255386250118	296.61061374988196	298.933	0.0	0.0	298.38500000000005	298.49	298.28	0.0	0.0	301.13	298.0	0.0	0.0	-0.07668156055393638	-0.24788015357630916	0.17119859302237278	298.7734936822892	298.85017524284314	0.0	20.0	20.0	0.5	1.25	0.75	-0.029540991794625573	19.594689378828463	57.136207598769694	-0.9329999999999927	-21.281302339743696	-24.11028042329395	2.828978083550254	299.3075	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	78.7881557880898	95.57848092585358	-78.81453159002206	75.75388406647997	100.0	66.66666666666667	-0.0	-0.39590909090912874	0.35111185420497737	0.3504968955755139	-0.34204496396904593
300.1	300.1	300.1	300.1	0.0	6.40719	0.0	0.3115309445068833	-0.184642500000002	0.017207231251141587	0.022496403611436455	1003.523489932886	0.3437562629205684	301.27046740824534	296.60553259175464	298.938	0.0	0.0	298.595	298.7	298.48999999999995	0.0	0.0	301.13	298.0	0.0	0.0	0.02028469808982436	-0.19392871013280744	0.2142134082226318	298.98204402810285	298.961759330013	0.0	20.0	20.0	1.5	1.5	0.0	-0.025524183327419354	20.91094216011509	80.75899571907942	-0.9379999999999882	-19.682555932885005	-23.604083517730075	3.9215275848450695	299.3075	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	78.7881557880898	100.0	-76.52456564977706	90.03959835219426	100.0	83.33333333333333	-0.0	-0.01804347826094954	0.0	0.0	-0.34204496396904593
300.1	300.1	300.1	300.1	0.0	0.0	0.0	0.31604303786254023	-0.0	0.017207231251141587	0.0	1003.523489932886	0.3192022441405277	301.285460245127	296.60053975487307	298.94300000000004	0.0	0.0	298.805	298.90999999999997	298.69999999999993	0.0	0.0	301.13	298.0	0.0	0.0	0.09535682168211679	-0.13579708493137665	0.23115390661349344	299.1572159467411	299.06185912505896	0.0	20.0	20.0	1.5	0.5	1.0	-0.021245163442742798	21.951869939018536	79.95398331894988	-0.9430000000000405	-17.76040618084013	-22.822745690722353	5.062339509882225	299.3075	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	78.78815578808978	100.0	-74.42480963897322	90.03959835219426	100.0	100.0	-0.0	0.36333333333323026	0.0	0.0	-0.34204496396904593
300.1	300.1	300.1	300.1	0.0	0.0	0.0	0.3194631918007692	0.0	0.017207231251141587	0.0	1003.523489932886	0.29640208384477573	301.071140482185	296.7118595178151	298.89150000000006	0.0	0.0	299.015	299.12	298.90999999999997	0.0	0.0	301.13	298.0	0.0	0.0	0.15261437719823334	-0.07789604857472339	0.23051042577295672	299.3045214371168	299.1519070599186	0.0	20.0	20.0	1.5	0.5	1.0	-0.016962751324402194	22.81287016107485	88.71209204841797	-0.8915000000000646	-15.913594765504754	-21.800126309126384	5.886531543621629	299.3075	299.565	306.5821896896902	306.17557557557706	4.0	36.0	-32.0	78.7881557880898	100.0	-72.48959955582835	90.03959835219426	100.0	100.0	-0.0	0.5377999999998906	0.0	0.0	-0.34204496396904593
299.4	299.4	299.4	299.4	0.5431600000000001	0.0	5.1592199999999995	0.2870164518610753	-0.38021200000002475	0.014339359375951322	-0.001266951016327973	1003.523489932886	0.325230506427295	300.7334299586098	296.8765700413902	298.805	0.0	0.0	299.15500000000003	299.26	299.04999999999995	0.0	0.0	300.1	298.0	0.0	0.0	0.14624640350695017	-0.032931661637559985	0.17917806514451015	299.3194038014255	299.17315739791854	0.0	20.0	20.0	1.374999999999995	0.6250000000000051	0.7499999999999898	-0.013350043403497323	23.54705965736266	46.12159329139822	-0.8050000000000068	-14.640572059186304	-20.626127109900295	5.985555050713991	299.3075	299.565	306.5821896896902	306.17557557557706	4.0	32.0	-28.0	52.369833971340924	92.59493413015821	-70.83431576080845	68.410519463473	66.66666666666487	88.88888888888829	-33.33333333333514	0.601923076922958	-0.23325558147285763	-0.2335280460792788	-0.5745027064722907
299.4	300.8	299.4	300.8	4.77061	4.77061	9.929829999999999	0.43284229736298935	3.3394269999999455	0.04163723139913197	0.021040510573518932	1003.523489932886	0.4019997559682049	300.88903057951563	296.79096942048443	298.84000000000003	0.0	0.0	299.3883333333334	299.6333333333333	299.1433333333333	0.0	0.0	300.8	298.0	1.0	0.0	0.23881085364928367	0.021548566528786315	0.21726228712049736	299.5497197874842	299.3109089338349	0.0	20.0	20.0	1.2499999999999967	0.41666666666667007	0.8333333333333266	-0.009318604026328565	25.552593574796582	117.91695342968508	-0.8400000000000318	-12.896604915294398	-19.267613508737785	6.371008593443387	299.48249999999996	299.565	301.13	301.13	12.0	28.000000000000004	-16.000000000000004	73.14777397346138	95.51865203711453	-67.73821892049693	73.24089652960808	100.0	88.88888888888829	-0.0	0.6755555555554338	0.4676018704074858	0.4665120090156627	-0.10958722146581223
299.39	299.39	299.39	299.39	0.08993999999999999	4.77061	9.839889999999999	0.4312966370132618	0.004532199999995878	0.036432577474240474	0.021885867839846897	998.8194735738256	0.47399977339904925	300.7850738137165	296.82392618628353	298.8045	0.0	0.0	299.52733333333333	299.7723333333333	299.28233333333327	0.0	0.0	300.8	298.0	0.0	0.0	0.2073811325880115	0.05878710955847681	0.14859402302953467	299.52491679237806	299.31753565979005	20.0	20.0	20.0	0.9376114081996408	0.5632798573975063	0.37433155080213454	-0.006175567941016651	26.98319248061124	48.75769569040982	-0.8045000000000186	-11.632598774321554	-17.831305628979973	6.198706854658418	299.745	299.565	301.13	301.13	8.0	24.0	-16.0	48.540495596016484	94.81509911996584	-65.24878724660503	53.12139500485842	49.64285714285646	72.10317460317378	-50.35714285714354	0.5297857142855946	-0.46875000000000666	-0.4698520781554194	-0.5778235313651958
299.39	299.39	299.39	299.39	0.05886	0.0	0.0	0.4483589759840067	6.643567500000117	0.03238451331043598	-0.0004215937500000074	998.8194735738256	0.4401426467276886	300.8331448188057	296.91485518119435	298.874	0.0	0.0	299.66633333333334	299.9113333333333	299.4213333333333	0.0	0.0	300.8	298.0	0.0	0.0	0.1804469327227025	0.08315678443666705	0.09729014828603547	299.5039956925238	299.3235487598011	20.0	20.0	20.0	0.9376114081996408	0.5632798573975063	0.37433155080213454	-0.0037423142062949265	28.095146318348977	44.5555777822215	-0.8740000000000236	-10.227660080664926	-16.315556162037083	6.087896081372158	299.745	299.565	300.565	300.565	4.0	20.0	-16.0	48.540495596016484	94.81509911996584	-63.01387626788374	47.40098801492503	49.64285714285646	66.42857142857098	-50.35714285714354	0.38427586206887554	0.0	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	6.51018	0.0	0.0	0.35552063968143155	0.0	0.03238451331043598	0.0	998.8194735738256	0.4087038862471394	300.87045314448824	297.0165468555118	298.94350000000003	0.0	0.0	299.70033333333333	299.9453333333332	299.4553333333332	0.0	0.0	300.8	298.0	0.0	0.0	0.15732609086302318	0.09800903191376355	0.059317058949259635	299.4863403072495	299.3290142163865	20.0	20.0	20.0	0.9376114081996408	0.5632798573975063	0.37433155080213454	-0.001875834780243034	29.004596209093837	39.99124678592258	-0.9435000000000286	-8.991054121373617	-14.780705463312719	5.789651341939102	299.745	299.565	300.565	300.565	4.0	16.0	-12.0	48.540495596016484	94.81509911996584	-60.99455413145287	47.40098801492503	49.64285714285646	49.64285714285646	-50.35714285714354	0.23899999999991905	0.0	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	0.486	0.0	0.0	0.35010876493462356	0.0	0.02914606197939238	0.0	998.8194735738256	0.37951075151520086	300.89644700790313	297.12955299209693	299.01300000000003	0.0	0.0	299.73433333333327	299.9793333333332	299.4893333333332	0.0	0.0	300.8	298.0	0.0	0.0	0.13744523515811125	0.10590409145088392	0.031541143707227326	299.47143472169796	299.33398948653985	20.0	20.0	20.0	0.9376114081996408	0.5632798573975063	0.37433155080213454	-0.0004613200301392533	26.08468660697018	35.81633236184255	0.03699999999997772	-7.816226725311487	-13.284585950598029	5.468359225286542	299.83000000000004	299.565	300.565	300.565	84.0	12.0	72.0	48.540495596016484	94.81509911996584	-59.159590143190165	48.09785421550102	49.64285714285646	49.64285714285646	-50.35714285714354	0.2339354838708232	0.0	0.0	-0.5778235313651958
299.39	299.39	299.39	299.39	0.0	0.0	0.0	0.35010876493462356	-0.0	0.02914606197939238	0.0	998.8194735738256	0.3524028406926865	300.91031865966846	297.25468134033173	299.0825000000001	0.0	0.0	299.69833333333327	299.8383333333332	299.5583333333332	0.0	0.0	300.8	298.0	0.0	0.0	0.12032145094474345	0.10878984968287761	0.011531601261865837	299.4588462754025	299.33852482445775	20.0	20.0	20.0	0.9376114081996408	0.5632798573975063	0.37433155080213454	0.0005935889237040266	24.84346011891759	31.847619047611783	-0.03250000000008413	-6.954414644887384	-11.870348029709403	4.915933384822019	299.7475	299.565	300.565	300.565	80.0	8.0	72.0	48.54049559601649	94.81509911996584	-57.48363207798604	48.09785421550102	49.64285714285646	49.64285714285646	-50.35714285714354	0.08906249999989768	0.0	0.0	-0.5778235313651958
