-5.813035011291504	-0.002992868423461914	1.0
-0.004393815994262695	-5.4297685623168945	1.0
-0.029607653617858887	-3.5344905853271484	1.0
-7.867813110351562e-05	-9.45086669921875	1.0
-0.0017652511596679688	-6.34027099609375	1.0
-6.229668140411377	-0.0019719600677490234	1.0
-5.1834235191345215	-0.005624532699584961	1.0
-5.787946701049805	-0.0030689239501953125	1.0
-0.003954887390136719	-5.534760475158691	1.0
-0.006858110427856445	-4.985759258270264	1.0
-0.0034208297729492188	-5.679588317871094	1.0
-0.004118680953979492	-5.494253158569336	1.0
-0.003753185272216797	-5.587001800537109	1.0
-3.719329833984375e-05	-10.196592330932617	1.0
-0.049942851066589355	-3.0217437744140625	1.0
-0.0033500194549560547	-5.700438022613525	1.0
-0.00104522705078125	-6.864056587219238	1.0
-5.322970390319824	-0.0048902034759521484	1.0
-0.057082295417785645	-2.8916659355163574	1.0
-7.470207214355469	-0.0005700588226318359	1.0
-4.60809850692749	-0.010020732879638672	1.0
-0.008990287780761719	-4.716102600097656	1.0
-0.016030073165893555	-4.141293525695801	1.0
-0.0003113746643066406	-8.075119018554688	1.0
-5.62760591506958	-0.003603696823120117	1.0
